"BLD_DESC_RV_MODEL","cluster","emb_x","emb_y","BLD_AGE_GRP","DEMO_EDUCATION","GENERATION_GRP","DEMO_GENDER1","BLD_HOBBY1_GRP","DEMO_INCOME","BLD_LIFESTAGE","DEMO_LOCATION","DEMO_MARITAL","DEMO_EMPLOY","ADMARK_STATE","BLD_CHILDREN","DEMO_EMPTY_NESTER","C1_PL","FIN_PU_APR","FIN_PU_DOWN_PAY","FIN_PU_TRADE_IN","BLD_FIN_TOTAL_MONPAY","FIN_LE_LENGTH","FIN_PU_LENGTH","FIN_CREDIT","FIN_PRICE_UNEDITED","PR_MOST","C2S_MODEL_RESPONSE","SRC_TOP1","OL_MODEL_GRP","STATE_BUY_BEST","STATE_CONTINUE","STATE_FEEL_GOOD","STATE_REFER","STATE_PRESTIGE","STATE_EURO","STATE_AMER","STATE_ASIAN","STATE_SWITCH_FEAT","STATE_VALUES","PV_TAX_INS","PV_SPEND_LUXURY","PV_PRESTIGE","PV_QUALITY","PV_RESALE","PV_INEXP_MAINTAIN","PV_AVOID","PV_SURVIVE","PV_PAY_MORE","PV_BREAKDOWN","PV_VALUE","PV_SPEND","PV_LEASE","PV_PUTOFF","STATE_BALANCE","STATE_WAIT","STATE_ENJOY_PRESTIGE","STATE_FIRST_YR","STATE_NO_LOW_PRICE","STATE_AUDIO","STATE_MON_PAY","STATE_SHOP_MANY"
"Mustang Mach-E",1,3.03936099328514,-11.1837798066636,10,11,3,1,3,33,6,1,1,12,30,0,1,NA,NA,NA,NA,NA,24,NA,NA,NA,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,5,3,3,5,5,4,5,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-3.86663603232068,0.492324811979802,7,16,1,1,NA,28,NA,NA,NA,NA,26,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-3.79823444526956,1.13339046853655,4,11,1,1,4,16,1,2,1,11,48,1,2,1,19,500,1500,703,NA,72,NA,47500,66,747500,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,4,2,4,4,4,4,5,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-2.88263580163222,2.53070165671543,8,16,2,1,9,28,2,2,1,14,31,2,2,1,19,9000,4000,536,NA,72,1,53000,11,NA,23,2,4,3,3,2,2,2,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,2,3,1,3
"Mustang Mach-E",2,-3.71274898988529,0.166123490412209,6,13,1,1,6,14,2,2,1,11,12,2,2,1,39,12000,500,600,NA,72,1,49000,66,386660,23,2,4,4,4,4,2,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,3,2,4,4,3
"Bronco",2,-2.49834417007764,-0.558651318374116,10,13,3,1,NA,14,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-3.00991457327851,1.30342165038023,10,11,3,2,NA,23,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-3.4574964478625,0.953669606263363,8,16,2,1,1,28,5,2,1,3,5,0,2,NA,19,5000,NA,950,NA,36,2,60000,66,NA,33,2,4,4,4,4,2,1,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,4,4,2,1
"Bronco",2,5.03763270149412,1.38680215170268,11,16,4,1,7,32,6,1,1,22,27,0,1,NA,NA,NA,NA,NA,NA,NA,NA,77713,92,NA,33,2,3,4,4,4,3,1,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,3,2,1,1
"Bronco",2,0.0639631651168275,0.75120107804542,10,16,3,2,1,23,6,3,1,10,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,52000,53,NA,10,2,3,3,3,3,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,3,3,3
"Bronco",2,4.34465331894963,1.74646856067625,6,16,1,1,2,15,4,1,1,5,16,0,2,1,NA,NA,NA,650,72,NA,2,NA,30,NA,7,2,3,3,3,3,2,1,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,3,3,3
"Mustang Mach-E",1,2.81686078377057,-11.0562933792764,12,16,4,1,6,14,6,3,1,22,5,0,1,2,0,NA,22000,350,NA,60,1,55000,41,794500,23,2,4,3,4,3,2,1,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,2,2,3,2
"Mustang Mach-E",2,-3.77084464181733,-0.314871969872763,4,13,1,1,1,14,4,3,1,14,41,0,1,1,29,7000,13500,578,NA,84,1,59000,81,505755,23,2,4,3,3,3,3,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,4,3,4,3
"Mustang Mach-E",2,-3.26778396421091,1.14091946780954,8,16,2,1,11,28,3,3,1,2,13,2,2,2,NA,NA,NA,560,36,NA,2,NA,13,NA,33,2,3,3,3,3,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,1,3,2
"Bronco",2,-2.20532747124345,-0.953848546481721,10,15,3,1,NA,14,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,650,36,NA,3,NA,81,NA,NA,2,4,4,4,4,3,1,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,2,2,3,4
"Bronco",2,4.85054146152677,1.19379629952007,12,15,4,2,4,11,6,3,1,22,9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,55000,30,NA,1,NA,3,3,3,3,2,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,2,2,1,1
"Bronco",2,-1.79021193574532,-0.683712300792777,11,15,4,1,NA,12,NA,NA,NA,NA,32,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bronco",2,-1.60037197490264,1.69887884498003,9,14,2,1,NA,20,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,92,774410,NA,2,3,3,3,3,4,1,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,2,3,1,3
"Bronco",2,-2.51844057829259,-0.445983435906286,10,13,3,1,NA,14,NA,NA,NA,NA,12,NA,NA,NA,0,NA,32000,600,NA,84,NA,60000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-3.57008128610823,0.433778546812843,6,11,1,1,NA,16,NA,NA,NA,NA,34,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-3.75775041238804,0.126315561644281,10,11,3,1,NA,16,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,34,386660,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-2.69376182536349,2.29020324064333,6,11,1,1,NA,29,NA,NA,NA,NA,46,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-3.0895534694864,1.93378271105463,7,11,1,1,1,16,3,2,1,10,15,2,2,2,NA,NA,NA,775,24,NA,1,NA,47,471300,10,2,3,3,3,4,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,1,3,1,2
"Bronco",2,-2.3152796766257,-0.310422990136076,12,11,4,2,7,20,6,3,1,22,32,0,1,NA,69,NA,22500,601,NA,60,1,56506,1,NA,33,2,4,3,4,4,4,1,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,3,3,2,1,1
"Bronco",2,5.15024769222758,1.31847609785318,11,12,3,1,1,29,6,1,1,23,16,0,1,NA,39,35000,NA,1100,NA,36,1,70000,53,NA,10,1,3,3,4,4,2,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,3,3,2,3
"Bronco",2,5.00573513072756,0.806994463434138,7,16,2,1,1,14,2,3,1,3,34,1,2,2,NA,NA,NA,614,48,NA,2,NA,57,NA,28,2,3,4,3,4,4,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,3,3,4,4
"Mustang Mach-E",2,-3.81075554536542,0.460627518653664,8,11,2,1,4,13,5,2,1,3,21,0,2,2,NA,NA,NA,470,36,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,3,4,5,4,5,5,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"Bronco",2,-1.70359422052682,0.847282098687216,5,16,1,1,6,16,2,3,1,1,32,2,2,NA,41,6000,2000,750,NA,72,1,51000,30,NA,23,2,2,4,4,4,2,1,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,3,3
"Bronco",2,-1.60386785333741,1.79816614292569,8,11,2,1,8,15,5,2,1,3,9,0,2,1,NA,NA,NA,NA,NA,NA,NA,55000,33,NA,1,2,3,3,3,4,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,3,3,3,1,2
"Mustang Mach-E",2,-3.24874831581051,1.95473297876038,9,16,2,1,1,16,5,4,1,14,14,0,2,1,19,20000,16500,290,NA,84,1,44000,11,NA,27,2,3,3,3,3,2,2,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,4,1,1,3,3
"Mustang Mach-E",2,-2.99178648916197,1.25215010112839,6,16,1,1,NA,15,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,529,36,NA,1,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bronco",2,-1.46127815752009,1.87953602977384,10,14,3,1,11,12,6,2,1,23,37,0,1,1,26,NA,5000,1500,NA,36,1,49000,54,NA,11,2,2,3,4,3,4,1,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,1,3,3,2
"Mustang Mach-E",2,-3.27703789717399,2.04050322883884,9,16,2,1,6,30,5,2,1,14,42,0,2,2,NA,NA,NA,NA,36,NA,1,NA,65,NA,23,2,4,4,4,4,1,1,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,3,1,3,3
"Mustang Mach-E",2,3.73799174814287,0.645363192968931,8,11,2,2,3,16,10,2,3,12,21,0,2,1,0,10000,NA,604,NA,72,1,57000,23,NA,23,2,4,3,3,2,3,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,4,1,2,1,3
"Bronco",2,-2.44402014964289,-0.204133990640726,12,13,4,2,7,27,10,3,3,22,36,0,1,NA,39,5000,NA,933,NA,60,1,65000,31,NA,1,2,2,4,4,4,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,4,2,2,2
"Bronco",2,-0.119981585560457,2.27810077992865,9,15,2,2,NA,16,NA,NA,NA,NA,17,NA,NA,1,NA,NA,NA,NA,NA,NA,1,70000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bronco",2,-0.627773935669009,2.82888989094398,10,16,3,1,11,12,6,3,1,17,41,0,2,1,NA,NA,40000,NA,NA,NA,NA,60000,23,NA,1,2,3,3,3,3,2,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,1,2
"Mustang Mach-E",2,3.99680570773706,0.632003124264804,12,16,4,1,NA,13,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bronco",2,-2.35423731816912,1.01898658743121,9,12,2,1,NA,20,NA,NA,NA,NA,32,NA,NA,NA,70,NA,NA,NA,NA,60,NA,64000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-3.65861540586342,0.412086160216481,6,16,1,1,NA,23,NA,NA,NA,NA,34,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bronco",2,-0.344531109984609,2.35286289090768,11,16,4,1,NA,32,NA,NA,NA,NA,37,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-3.37824307815703,-0.595427924182145,7,15,1,2,4,14,2,1,1,12,26,1,2,1,42,30000,2500,352,NA,NA,1,52500,81,NA,23,2,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4
"Bronco",2,-2.66464774320849,-0.376079612174421,7,13,1,2,11,10,5,2,1,4,31,0,1,1,57,9000,8000,652,NA,6,1,43000,49,NA,1,2,4,4,4,4,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,1,4,4,3
"Bronco",2,4.81437657829708,1.64775081218795,11,15,4,1,NA,28,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,65000,92,NA,NA,2,2,4,4,4,2,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,4,3,1,2
"Mustang Mach-E",2,-3.12935758052337,-0.858223788230284,3,13,6,1,3,27,7,2,3,23,4,1,2,2,NA,NA,NA,749,36,NA,2,NA,12,NA,10,NA,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4
"Bronco",2,-1.50549421139511,2.37166817354248,10,16,3,1,5,28,6,3,1,22,5,0,1,1,61,25000,6000,1535,NA,60,1,92000,12,NA,10,2,4,3,4,4,2,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,4,3,2,2
"Mustang Mach-E",2,-2.92013868011325,1.32474367995329,9,16,2,2,6,16,5,1,1,22,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,45000,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,3,4,5,4,4,5,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-3.56902096891787,-0.238361676936993,13,13,4,1,NA,20,NA,NA,NA,NA,9,NA,NA,2,NA,NA,NA,475,36,NA,1,NA,1,NA,7,2,3,2,3,3,2,2,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,3,4,3
"Bronco",2,-1.89444296144246,-0.30371214636392,8,12,2,1,4,27,7,3,4,17,4,1,2,1,79,2000,2000,1200,NA,NA,2,62000,23,NA,10,2,3,4,3,3,3,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,3,2,4,3
"Mustang Mach-E",2,-3.09652388714877,1.58249402642786,5,11,1,1,1,15,9,2,2,11,8,0,2,1,19,NA,11000,664,NA,NA,1,52000,23,NA,23,2,4,3,4,3,2,1,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,4,4,2,1
"Mustang Mach-E",2,-2.23174207488613,2.62227762206664,9,11,2,2,4,15,5,2,1,12,12,0,2,1,29,10000,NA,800,NA,72,2,40000,81,NA,1,2,2,2,3,2,2,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,3,2,3,2
"Mustang Mach-E",2,-0.893575996559481,2.30602799279574,7,11,2,1,3,20,2,2,1,12,4,3,2,1,0,NA,NA,1200,NA,36,1,43000,61,386660,6,2,4,3,4,3,4,1,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,3,1,4
"Mustang Mach-E",1,2.39324423684101,-10.4074342293425,7,13,1,1,NA,15,2,3,1,10,44,2,2,NA,NA,NA,NA,6625,36,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,4,4,4,1,1,5,4,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"Mustang Mach-E",2,-3.21901346107974,0.679187150823674,12,16,4,1,1,15,10,2,3,22,36,0,1,NA,NA,NA,NA,199,36,NA,1,NA,87,NA,24,1,4,4,3,3,3,2,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,2,3,4,2
"Bronco",2,-1.28001761350545,2.70187630828403,7,16,2,1,1,15,5,2,1,3,42,0,1,1,65,NA,31000,732,NA,72,1,56300,13,NA,NA,2,3,3,3,2,2,2,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,2,1,2
"Bronco",2,-1.04653946841809,2.62695525509078,10,16,2,1,11,28,10,3,4,9,8,0,1,1,NA,NA,8518,NA,NA,NA,NA,60000,30,NA,23,2,3,3,3,3,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,3,3,1,4
"Bronco",2,-2.10291383313177,0.160838916247501,10,16,2,1,7,30,6,2,1,22,1,0,2,NA,39,2500,17000,1786,NA,36,1,72692,47,NA,33,2,3,3,4,1,3,1,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,3,2,4,1,3
"Mustang Mach-E",2,-0.0998608729542508,2.10210173522179,6,16,1,1,NA,31,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,12,949994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
