BLD_DESC_RV_MODEL,cluster,emb_x,emb_y,BLD_AGE_GRP,DEMO_EDUCATION,GENERATION_GRP,DEMO_GENDER1,BLD_HOBBY1_GRP,DEMO_INCOME,BLD_LIFESTAGE,DEMO_LOCATION,DEMO_MARITAL,DEMO_EMPLOY,ADMARK_STATE,BLD_CHILDREN,DEMO_EMPTY_NESTER
Bronco,2,1.090562408,-2.178787852,11,13,4,1,9,29,10,3,3,8,30,0,2
Bronco,2,1.718525289,0.911828873,8,16,2,2,NA,14,NA,NA,NA,NA,9,NA,NA
Bronco,2,-4.225483306,-3.491671791,11,11,4,1,NA,16,NA,NA,NA,NA,10,NA,NA
Bronco,2,2.038355461,1.541814695,8,13,2,1,NA,20,NA,NA,NA,NA,29,NA,NA
Mustang Mach-E,2,0.322205581,1.475041946,11,16,4,1,9,16,6,2,1,22,34,0,1
Mustang Mach-E,2,-3.547712044,-2.234392748,6,15,1,1,11,28,9,2,2,11,4,0,2
Mustang Mach-E,2,-2.964621917,-2.821705258,7,16,1,1,NA,16,5,1,1,5,4,0,2
Mustang Mach-E,2,0.368543755,0.375534316,4,11,1,1,3,16,4,2,1,3,43,0,2
Mustang Mach-E,2,0.733047702,2.391572278,6,16,1,2,3,16,4,3,1,3,29,0,2
Bronco,2,0.266767079,-2.702010441,13,11,4,1,NA,16,NA,NA,NA,NA,41,NA,NA
Mustang Mach-E,2,1.092981879,2.260259847,7,14,2,2,NA,12,NA,NA,NA,NA,42,NA,NA
Mustang Mach-E,2,-3.235478743,-2.167215772,3,15,6,1,2,11,8,1,2,9,12,0,2
Mustang Mach-E,2,1.294205519,1.538827553,10,11,2,2,3,20,3,2,1,2,19,1,2
Bronco,2,-4.245074822,-2.925982543,6,16,1,2,6,28,2,2,1,3,42,2,2
Mustang Mach-E,2,-0.18096959,-0.834040364,7,11,2,1,11,28,3,2,1,2,9,1,2
Bronco,2,2.209554209,1.754614515,7,16,1,1,NA,29,NA,NA,NA,NA,17,NA,NA
Bronco,2,1.283541046,-1.464527855,9,15,2,1,7,16,5,3,1,3,21,0,2
Bronco,2,-4.22863433,-3.205415768,5,16,1,1,11,15,9,2,2,1,24,0,2
Mustang Mach-E,2,-3.555125694,-2.393634109,6,11,1,2,NA,28,NA,NA,NA,NA,5,NA,NA
Bronco,2,-3.675900088,-3.606654866,9,15,2,1,NA,14,NA,NA,NA,NA,22,NA,NA
Mustang Mach-E,2,-3.62850575,-2.336339266,7,11,2,1,NA,31,NA,NA,NA,NA,36,NA,NA
Mustang Mach-E,2,0.82865874,1.666632712,8,11,2,1,9,33,5,2,1,12,34,0,2
Mustang Mach-E,2,0.496076193,-0.413636815,12,11,4,1,6,12,10,2,2,5,8,0,2
Mustang Mach-E,2,-3.873565783,-2.59706916,NA,11,NA,2,NA,16,NA,NA,NA,NA,35,NA,NA
Bronco,2,0.278375192,-2.134319273,10,16,3,1,NA,12,NA,NA,NA,NA,37,NA,NA
Mustang Mach-E,2,0.661664536,1.006250904,10,11,3,1,6,16,6,2,1,23,19,0,2
Mustang Mach-E,2,0.238747859,0.36549736,4,11,1,2,2,15,1,2,1,11,35,2,2
Mustang Mach-E,2,1.092212276,1.054155622,13,16,5,2,NA,15,NA,NA,NA,NA,46,NA,NA
Mustang Mach-E,2,0.274073659,0.628804707,13,11,4,1,NA,16,NA,NA,NA,NA,21,NA,NA
Mustang Mach-E,1,-2.223918828,9.32523687,9,16,2,1,NA,30,NA,NA,NA,NA,9,NA,NA
Mustang Mach-E,2,0.042489355,0.836320863,6,11,1,2,7,31,2,2,1,3,19,1,2
Bronco,1,-3.022639806,9.116417928,10,16,2,1,3,20,10,2,3,14,13,0,1
Mustang Mach-E,2,0.336758439,1.928575847,6,16,1,1,1,14,3,2,1,4,2,1,2
Bronco,2,-3.512291238,-3.442706772,10,16,3,1,2,29,6,2,1,22,4,0,1
Mustang Mach-E,2,-0.101727152,-0.210304866,7,16,2,1,6,27,10,3,2,3,42,0,2
Mustang Mach-E,2,-0.064404368,-0.736961997,7,16,1,1,NA,15,10,2,2,12,2,0,2
Mustang Mach-E,2,0.066332571,0.958506576,9,11,2,1,7,16,5,2,1,3,9,0,2
Bronco,2,1.702619571,-0.315490816,8,16,2,1,11,20,5,2,1,22,10,0,2
Bronco,2,0.86665934,-1.843375558,11,11,4,2,7,28,6,1,1,10,12,0,1
Bronco,2,1.972939433,-1.074589305,8,16,2,1,NA,29,NA,NA,NA,NA,34,NA,NA
Bronco,2,1.012137253,-1.642471903,7,16,2,1,11,16,10,3,2,2,31,0,2
Bronco,2,0.892555452,-0.748372855,9,16,2,1,11,16,5,3,1,22,45,0,1
Bronco,2,1.552432472,-2.101025344,12,11,4,1,NA,29,NA,NA,NA,NA,42,NA,NA
Bronco,2,1.085922662,-1.852785486,4,16,1,1,7,29,9,3,2,5,28,0,2
Mustang Mach-E,2,0.428439803,1.539019855,8,11,2,1,11,28,3,2,1,11,9,1,2
Bronco,2,0.048581386,-1.474908416,7,16,2,2,9,16,3,2,1,11,31,1,2
Mustang Mach-E,2,-0.172217945,0.054469856,7,11,2,1,NA,16,NA,NA,NA,NA,12,NA,NA
Mustang Mach-E,2,0.864050516,2.378202529,7,16,1,1,NA,28,NA,NA,NA,NA,43,NA,NA
Bronco,2,0.809815021,0.373382972,5,15,1,2,NA,15,NA,NA,NA,NA,42,NA,NA
Mustang Mach-E,2,1.115271357,1.6905865,2,16,6,1,7,27,8,3,2,4,21,0,2
Mustang Mach-E,2,0.07251762,1.009893527,7,16,2,1,1,16,5,2,1,8,34,0,2
Bronco,2,1.600260772,0.186553519,5,16,1,1,1,28,2,3,1,14,31,1,2
GX550,2,-4.450481412,-2.903137841,5,16,1,2,NA,29,NA,NA,NA,NA,18,NA,NA
GX550,2,1.974793704,-1.866395319,6,16,1,1,1,28,2,2,1,3,8,2,2
GX550,2,-4.610549757,-3.239478697,9,16,2,2,NA,16,NA,NA,NA,NA,10,NA,NA
Land Cruiser Hybrid,2,2.023555942,-2.3023715,4,11,1,1,7,14,1,2,1,11,34,1,2
GX550,2,2.538139345,-1.846791776,11,16,4,2,11,28,6,3,1,22,10,0,1
Land Cruiser Hybrid,2,2.782099714,0.691166763,13,13,4,1,11,26,10,3,3,22,18,0,2
Land Cruiser Hybrid,2,2.92989573,0.654110724,9,11,2,2,2,29,5,2,1,22,14,0,1
GX550,2,3.27351507,1.026053573,11,11,4,1,6,13,6,2,1,22,48,0,1
Land Cruiser Hybrid,1,-2.42932922,9.409575217,6,14,1,2,3,16,9,3,3,8,46,0,1
Land Cruiser Hybrid,2,2.837502194,1.087117872,8,11,2,2,NA,15,NA,NA,NA,NA,32,NA,NA
Land Cruiser Hybrid,2,-4.475567403,-3.074739636,12,11,4,1,NA,23,NA,NA,NA,NA,10,NA,NA
Land Cruiser Hybrid,1,-2.879663391,9.13358302,11,16,3,1,2,14,10,3,3,22,20,0,1
Land Cruiser Hybrid,2,2.904673298,0.976425115,6,11,1,1,NA,28,NA,NA,NA,NA,46,NA,NA
Land Cruiser Hybrid,2,1.754539513,-1.995979496,9,16,2,1,3,20,5,2,1,12,29,0,2
Land Cruiser Hybrid,2,2.983069604,0.952781356,7,16,2,2,4,30,3,2,1,5,42,1,2
GX550,2,2.367326497,-2.130620336,5,11,1,2,NA,28,NA,NA,NA,NA,42,NA,NA
Land Cruiser Hybrid,2,0.609467829,-2.698385273,8,11,2,1,6,15,3,2,1,1,9,1,2
GX550,2,2.990926763,0.31397592,7,16,1,2,NA,23,NA,NA,NA,NA,3,NA,NA
Land Cruiser Hybrid,2,2.683091635,-1.613150441,10,11,2,1,5,23,10,1,2,11,19,0,2
GX550,2,-4.361232315,-2.878318207,5,11,1,1,3,29,4,2,1,23,2,0,2
GX550,2,3.490827347,0.309685772,4,11,6,2,5,28,4,2,1,11,20,0,2
GX550,1,-2.840283129,9.221754381,10,15,3,1,NA,20,10,3,4,23,13,0,1
Land Cruiser Hybrid,2,2.281853834,-0.781832233,13,11,4,1,NA,14,NA,NA,NA,NA,3,NA,NA
Land Cruiser Hybrid,2,2.747274555,-0.782992286,7,16,2,1,NA,29,NA,NA,NA,NA,31,NA,NA
Land Cruiser Hybrid,2,2.663319712,1.560796924,10,15,3,1,NA,20,NA,NA,NA,NA,10,NA,NA
GX550,2,1.469592874,-1.98005851,6,11,1,2,NA,32,NA,NA,NA,NA,4,NA,NA
Land Cruiser Hybrid,2,1.492883555,-2.680875762,11,16,4,1,NA,13,NA,NA,NA,NA,3,NA,NA
4Runner,2,2.838145337,1.216301351,11,15,4,2,7,20,6,3,1,22,2,0,1
GX550,2,3.093836456,0.777318641,12,12,4,1,2,16,6,3,1,22,32,0,1
GX550,2,-3.176643097,-3.495574607,11,16,4,1,2,29,6,2,1,22,2,0,1
Land Cruiser Hybrid,2,1.77275524,-2.23961784,NA,16,NA,NA,NA,30,NA,NA,NA,NA,9,NA,NA
Land Cruiser Hybrid,2,2.066671213,-2.114544233,8,14,2,2,NA,14,5,2,1,5,5,0,2
GX550,2,2.862607031,1.425245252,5,11,1,1,1,16,4,2,1,3,19,0,2
Land Cruiser Hybrid,2,2.253511567,-1.447816062,10,14,3,1,NA,16,NA,NA,NA,NA,32,NA,NA
Land Cruiser Hybrid,2,2.269958332,-2.108639956,12,11,4,1,3,20,6,3,1,3,16,0,1
Land Cruiser Hybrid,2,2.620429382,0.362491878,11,15,4,2,NA,20,NA,NA,NA,NA,10,NA,NA
Land Cruiser Hybrid,2,2.083709129,-1.877204289,10,14,3,2,7,11,6,3,1,22,18,0,1
Land Cruiser Hybrid,2,1.876560906,-1.408266656,8,16,2,2,1,16,5,4,1,10,35,0,1
GX550,2,3.295847215,0.488385044,6,11,1,1,4,33,1,1,1,12,3,2,2
Land Cruiser Hybrid,2,2.745959857,-0.111013102,7,16,1,1,2,30,2,2,1,23,10,2,2
Land Cruiser Hybrid,2,1.10062438,-2.503233939,5,13,1,1,NA,16,NA,NA,NA,NA,16,NA,NA
GX550,2,2.014699148,-1.587570798,11,16,4,2,NA,20,NA,NA,NA,NA,42,NA,NA
GX550,2,-3.32296281,-3.60719617,11,16,4,1,NA,28,NA,NA,NA,NA,40,NA,NA
GX550,1,-2.726908048,8.869685917,9,15,2,1,11,12,5,2,1,7,18,0,2
GX550,2,2.596501395,-1.486801996,6,16,1,1,NA,23,NA,NA,NA,NA,42,NA,NA
Land Cruiser Hybrid,2,2.957891238,0.056072768,11,16,4,1,NA,16,NA,NA,NA,NA,31,NA,NA
Land Cruiser Hybrid,2,1.531258602,-1.295961842,10,16,3,2,1,28,6,2,1,3,42,0,1
GX550,2,1.033101487,0.34443215,7,13,1,2,6,12,10,3,4,3,23,0,2
GX550,2,2.614927278,-1.020236654,8,11,2,2,NA,23,NA,NA,NA,NA,34,NA,NA
GX550,2,-4.48487013,-2.835737118,9,12,2,1,NA,23,NA,NA,NA,NA,16,NA,NA
Land Cruiser Hybrid,2,0.790800759,-2.35794654,12,13,4,1,NA,20,NA,NA,NA,NA,42,NA,NA
GX550,2,2.228432904,-2.028525632,8,16,2,1,3,23,3,3,1,2,46,1,2
Land Cruiser Hybrid,1,-2.711579605,9.372705488,10,11,3,2,11,32,6,3,1,2,34,0,1
GX550,2,3.082833591,0.835654982,8,11,2,2,NA,29,NA,NA,NA,NA,41,NA,NA
Land Cruiser Hybrid,2,2.737279649,0.623490873,11,16,4,1,NA,29,NA,NA,NA,NA,37,NA,NA
GX550,2,3.201394513,0.20100955,9,16,2,2,3,23,5,3,1,22,30,0,1
GX550,2,-4.397688746,-2.899895314,6,16,1,2,9,13,7,2,3,12,4,3,2
GX550,2,3.279639321,1.017834415,10,12,3,2,NA,23,NA,NA,NA,NA,13,NA,NA
GX550,2,1.255060254,-2.190748828,7,11,2,1,NA,31,NA,NA,NA,NA,4,NA,NA
Land Cruiser Hybrid,2,3.019596758,-0.417581232,10,14,2,1,NA,11,NA,NA,NA,NA,13,NA,NA
Land Cruiser Hybrid,2,0.36943139,-1.924875412,7,12,2,2,NA,20,NA,NA,NA,NA,13,NA,NA
GX550,2,-3.018211148,-3.601933257,12,16,4,1,NA,23,NA,NA,NA,NA,41,NA,NA
Land Cruiser Hybrid,2,2.860883605,-0.56663491,5,11,1,2,2,16,4,3,1,12,4,0,2
GX550,2,2.737085145,-1.807196301,5,11,1,2,11,23,4,2,1,5,5,0,2
GX550,2,-3.169263895,-3.456018068,NA,NA,NA,NA,1,NA,NA,3,1,22,22,0,2
Land Cruiser Hybrid,2,-4.41266579,-3.541263249,10,16,3,1,1,28,6,2,1,23,4,0,2
GX550,2,3.385899375,1.145194181,NA,11,NA,1,11,20,NA,2,1,22,20,0,1
GX550,2,2.338436493,-2.052901598,6,11,1,2,2,29,3,3,1,5,30,2,2
GX550,2,2.469359483,-1.884167879,11,16,4,1,NA,14,NA,NA,NA,NA,24,NA,NA
Land Cruiser Hybrid,2,2.759336705,-0.73952239,11,11,4,1,11,20,6,2,1,14,46,0,1
GX550,2,3.462124006,0.712898212,10,11,2,1,1,23,10,1,4,5,34,0,2
GX550,2,3.551615969,0.998938928,7,16,1,2,3,23,5,1,1,5,2,0,2
Land Cruiser Hybrid,2,0.833189508,-2.75078706,6,16,1,1,NA,16,NA,NA,NA,NA,32,NA,NA
Land Cruiser Hybrid,2,2.584286085,-0.590543225,12,11,4,1,NA,20,NA,NA,NA,NA,17,NA,NA
GX550,2,2.3806578,-1.917663122,6,16,1,1,2,30,1,2,1,7,9,2,2
Land Cruiser Hybrid,2,1.034822273,0.127138469,8,11,2,1,4,15,10,3,3,12,32,0,2
GX550,2,2.309236284,-1.930466505,4,16,6,2,2,28,1,2,1,11,4,2,2
4Runner,1,-3.009852736,9.17934518,12,14,4,1,2,20,6,2,1,22,37,0,1
GX550,1,-2.322244563,9.163865391,8,11,2,1,3,30,5,2,1,3,50,0,2
GX550,2,3.006794782,-0.222069609,8,16,2,2,3,15,5,2,1,5,43,0,1
GX550,2,1.351054566,-2.686478406,12,11,4,1,NA,12,NA,NA,NA,NA,12,NA,NA
GX550,2,-4.340026525,-2.964405682,11,11,4,1,4,23,6,2,1,22,29,0,1
Land Cruiser Hybrid,2,0.771655082,-2.822047972,8,11,2,1,7,23,5,2,1,23,2,0,2
Land Cruiser Hybrid,2,2.74479308,1.094066478,10,13,2,2,7,15,6,4,1,22,34,0,1
GX550,2,1.65637285,-2.269400795,5,16,1,2,NA,31,NA,NA,NA,NA,42,NA,NA
GX550,2,3.327986386,1.143156775,9,16,2,2,NA,20,NA,NA,NA,NA,35,NA,NA
GX550,2,2.973502792,0.474795495,10,14,3,1,2,31,6,4,1,13,50,0,1
Land Cruiser Hybrid,2,-3.879384888,-3.187947446,7,15,2,1,3,14,3,1,1,7,4,1,2
GX550,2,2.419289891,-0.640152962,7,16,2,1,NA,29,NA,NA,NA,NA,42,NA,NA
GX550,2,-3.098248466,-3.672053079,7,16,2,1,7,30,2,2,1,5,2,2,2
GX550,2,2.284837813,-1.942520491,10,16,3,2,6,33,6,3,1,5,1,0,1
Land Cruiser Hybrid,2,2.384331187,0.261837913,8,16,2,1,NA,28,NA,NA,NA,NA,19,NA,NA
GX550,1,-2.760454826,9.27648599,5,16,1,2,NA,15,7,2,3,12,42,1,2
Land Cruiser Hybrid,2,2.606305012,0.461396854,8,11,2,1,NA,31,NA,NA,NA,NA,20,NA,NA
Land Cruiser Hybrid,2,1.182372669,-2.555102632,8,16,2,2,NA,23,NA,NA,NA,NA,2,NA,NA
GX550,2,2.29675197,-2.229452565,7,11,1,1,NA,33,NA,NA,NA,NA,2,NA,NA
GX550,2,3.407759966,0.712317124,12,11,4,2,11,16,6,1,1,22,9,0,1
Land Cruiser Hybrid,2,1.647501675,-2.4249209,10,16,3,1,NA,14,10,2,2,22,35,0,2
GX550,2,2.333549473,-2.185870495,4,16,1,1,5,16,1,1,1,5,41,2,2
Land Cruiser Hybrid,2,0.460578648,-2.80163282,11,16,4,1,6,13,6,3,1,22,46,0,1
GX550,2,-2.931030776,-3.256244201,7,13,2,2,NA,13,10,1,2,9,13,0,1
4Runner,2,3.041044643,0.599224574,7,15,2,2,NA,15,NA,NA,NA,NA,13,NA,NA
GX550,2,2.850894898,-1.089947303,9,16,2,2,1,23,5,3,1,23,13,0,1
GX550,2,2.678259529,-1.79073194,6,11,1,2,1,23,7,3,4,10,3,1,2
Land Cruiser Hybrid,2,2.397975335,-1.807136124,9,13,2,2,NA,14,NA,NA,NA,NA,31,NA,NA
Land Cruiser Hybrid,2,-3.890535329,-3.237498699,6,11,1,1,NA,29,NA,NA,NA,NA,42,NA,NA
GX550,2,2.953903073,-0.944956173,NA,11,NA,1,2,20,NA,1,1,22,42,0,1
Land Cruiser Hybrid,2,-3.296034685,-3.53440178,9,11,2,1,3,23,5,1,1,5,4,0,1
4Runner,2,2.953970357,1.268762422,7,16,1,2,NA,29,NA,NA,NA,NA,19,NA,NA
GX550,2,2.263132805,-1.91209431,10,16,2,1,11,29,6,2,1,3,12,0,2
Land Cruiser Hybrid,2,2.226190217,-1.853986603,7,16,2,1,NA,14,NA,NA,NA,NA,31,NA,NA
Land Cruiser Hybrid,2,2.603385321,-1.002300127,12,16,4,1,NA,20,NA,NA,NA,NA,44,NA,NA
GX550,2,3.594446792,0.750763222,10,16,2,2,4,28,6,2,1,12,42,0,1
GX550,2,2.420352555,-1.73726783,9,11,2,1,NA,23,NA,NA,NA,NA,42,NA,NA
GX550,2,-2.891060463,-3.392062706,10,13,3,1,7,20,6,4,1,22,37,0,1
GX550,2,3.35732809,0.44758682,6,11,1,2,NA,20,NA,NA,NA,NA,10,NA,NA
GX550,2,3.247403243,0.551527857,8,11,2,1,7,16,2,3,1,5,19,3,2
GX550,2,3.71798523,0.748473205,5,13,1,2,4,16,4,2,1,5,42,0,2
GX550,2,-4.512519638,-2.960056244,9,15,2,1,NA,28,NA,NA,NA,NA,42,NA,NA
Land Cruiser Hybrid,2,0.935326781,-2.697039361,7,14,2,2,NA,16,NA,NA,NA,NA,42,NA,NA
4Runner,2,3.079150709,1.033317059,12,11,4,1,NA,16,NA,NA,NA,NA,31,NA,NA
Land Cruiser Hybrid,2,-2.901379185,-3.022018496,8,11,2,1,4,16,2,2,1,11,45,2,2
Land Cruiser Hybrid,2,0.353131187,-2.726052315,6,16,1,1,6,15,2,2,1,7,4,2,2
Land Cruiser Hybrid,2,-3.128942945,-3.385032561,NA,12,NA,NA,NA,20,NA,NA,NA,NA,35,NA,NA
GX550,2,-4.171880006,-3.060453453,8,16,2,2,NA,20,1,2,1,23,31,1,2
GX550,2,3.265960569,1.29344841,9,16,2,2,NA,15,NA,NA,NA,NA,32,NA,NA
GX550,2,2.306393208,-2.034184596,6,11,1,1,NA,30,NA,NA,NA,NA,4,NA,NA
Land Cruiser Hybrid,2,2.411337879,-1.680932782,9,16,2,2,4,14,10,2,3,12,9,0,2
Land Cruiser Hybrid,1,-2.866769348,9.118495882,8,12,2,1,NA,13,NA,NA,NA,NA,13,NA,NA
GX550,2,2.471458431,-1.988927554,6,11,1,2,6,16,4,2,1,3,9,0,2
GX550,2,1.747690348,-2.313439335,10,16,2,1,2,20,6,2,1,9,16,0,2
GX550,2,3.127260814,0.436256687,8,11,2,2,NA,33,NA,NA,NA,NA,41,NA,NA
GX550,2,-3.148743225,-3.61471558,9,12,2,2,NA,31,NA,NA,NA,NA,45,NA,NA
Land Cruiser Hybrid,2,2.389075164,-1.126947391,11,11,3,1,7,15,6,3,1,22,26,0,1
Land Cruiser Hybrid,2,-3.241742886,-3.301657863,8,11,2,2,3,28,5,4,1,12,34,0,1
GX550,1,-2.918940015,9.239066358,10,16,3,2,1,29,10,2,3,5,13,0,1
GX550,2,0.558640997,-2.595364764,5,11,1,1,NA,29,NA,NA,NA,NA,24,NA,NA
Land Cruiser Hybrid,2,1.825723245,-2.213576094,10,11,3,1,11,20,6,3,1,22,42,0,2
GX550,2,2.71469052,-1.928216186,9,11,2,2,11,30,5,2,1,5,19,0,2
GX550,2,2.549175039,-0.597146249,5,16,1,1,2,28,1,2,1,11,37,2,2
Land Cruiser Hybrid,2,2.742254588,-1.691847191,10,16,3,1,4,16,6,3,1,3,37,0,1
Land Cruiser Hybrid,2,2.979234678,0.142145309,9,13,2,2,NA,16,NA,NA,NA,NA,2,NA,NA
GX550,2,3.207165353,1.153466165,11,16,3,1,1,14,6,1,1,22,27,0,2
Land Cruiser Hybrid,2,-3.648229594,-3.768942789,8,14,2,1,7,12,10,4,3,22,31,0,1
GX550,2,3.750700731,0.752187649,5,11,1,2,11,23,9,1,2,2,32,0,2
GX550,2,-4.175510833,-3.364137658,5,16,1,2,1,15,2,2,1,12,4,2,2
Land Cruiser Hybrid,2,2.928952823,-0.30115257,8,16,2,2,NA,16,NA,NA,NA,NA,4,NA,NA
Land Cruiser Hybrid,2,2.478521452,-1.765089374,NA,12,NA,3,NA,20,NA,NA,NA,NA,9,NA,NA
GX550,2,2.722518832,-0.572392012,11,16,4,1,NA,29,NA,NA,NA,NA,42,NA,NA
GX550,2,3.568758456,1.040542353,11,16,4,2,3,23,6,2,1,5,39,0,1
GX550,2,2.352528311,1.293651795,10,11,3,2,NA,NA,NA,NA,NA,NA,4,NA,NA
Land Cruiser Hybrid,2,1.839249155,-2.236816236,12,15,4,1,3,20,6,3,1,22,42,0,1
4Runner,2,2.2205245,-1.182179371,13,16,4,2,1,14,10,2,3,22,24,0,1
Land Cruiser Hybrid,1,-2.281831747,9.029337924,12,16,4,1,3,13,6,2,1,22,10,0,1
GX550,2,2.74490593,-1.38877065,8,15,2,1,NA,29,NA,NA,NA,NA,42,NA,NA
GX550,2,2.207149557,-2.210830247,6,15,1,1,9,30,2,2,1,5,31,3,2
Land Cruiser Hybrid,2,2.840011714,-0.772428735,12,11,4,1,NA,28,6,3,1,22,20,0,2
GX550,2,2.675450729,-1.786676183,10,13,3,1,1,28,6,3,1,9,39,0,1
GX550,2,3.1748569,0.189016337,7,13,2,1,11,29,3,2,1,8,4,1,2
Land Cruiser Hybrid,2,1.300592445,-2.745597553,NA,13,NA,NA,NA,28,NA,NA,NA,NA,10,NA,NA
GX550,2,3.005206527,-0.693048896,10,16,2,1,NA,20,NA,NA,NA,NA,37,NA,NA
Land Cruiser Hybrid,2,2.90659951,-0.659280439,8,13,2,2,1,28,10,2,2,11,42,0,1
GX550,2,2.145827373,-2.140504382,12,16,4,1,NA,16,NA,NA,NA,NA,4,NA,NA
Land Cruiser Hybrid,2,1.312589167,-2.62989714,9,15,2,1,3,28,5,3,1,11,46,0,1
GX550,1,-2.840928655,8.63628265,7,11,1,1,9,23,10,1,2,12,41,0,2
Land Cruiser Hybrid,2,0.485025089,-2.628564122,11,NA,3,NA,NA,NA,NA,NA,NA,NA,44,NA,NA
Land Cruiser Hybrid,2,0.288087321,-1.467102122,7,11,2,1,9,32,5,1,1,11,12,0,2
Land Cruiser Hybrid,2,-3.533679633,-3.745672959,7,13,1,1,NA,29,NA,NA,NA,NA,5,NA,NA
GX550,1,-2.326974054,9.302194483,6,11,1,1,NA,31,NA,NA,NA,NA,12,NA,NA
GX550,2,0.842628935,-2.355344789,13,11,4,1,NA,20,NA,NA,NA,NA,42,NA,NA
Mustang Mach-E,2,1.14918093,2.455494761,7,11,2,1,NA,29,NA,NA,NA,NA,32,NA,NA
Mustang Mach-E,2,-3.795122318,-2.469734327,4,11,1,1,7,29,4,3,1,3,20,0,2
Mustang Mach-E,2,0.625617623,1.268775627,8,13,2,1,NA,15,10,2,4,3,4,0,2
Mustang Mach-E,2,-0.02211669,0.384181983,10,11,3,2,1,15,6,3,1,12,4,0,2
Mustang Mach-E,2,1.068486441,2.219314719,9,16,2,1,6,16,10,4,3,12,32,0,1
Mustang Mach-E,2,1.076208251,2.543057536,4,15,1,1,3,11,9,2,4,23,9,0,2
Mustang Mach-E,2,0.303658587,0.34119361,4,15,6,1,2,30,9,3,2,8,4,0,2
Mustang Mach-E,2,0.005336835,1.018336167,8,13,2,1,NA,28,NA,NA,NA,NA,29,NA,NA
Mustang Mach-E,2,0.515434236,0.886125018,9,16,2,1,2,28,5,2,1,3,19,0,2
Mustang Mach-E,2,0.309022446,0.424181585,8,11,2,1,1,30,5,2,1,3,4,0,2
Mustang Mach-E,2,0.705088248,1.477942502,7,13,2,1,2,31,5,1,1,2,41,0,2
Mustang Mach-E,2,-0.154973601,0.106239964,6,15,1,1,1,16,2,3,1,14,9,1,2
Mustang Mach-E,2,-0.139538111,0.072865361,8,11,2,1,1,23,3,2,1,2,4,1,2
Mustang Mach-E,2,0.587705635,1.830077815,10,15,3,1,6,16,6,2,1,22,31,0,1
Mustang Mach-E,2,0.452349302,0.554620587,4,11,6,2,7,15,4,3,1,12,25,0,2
Mustang Mach-E,2,0.33350921,1.113169011,10,11,3,1,NA,23,NA,NA,NA,NA,42,NA,NA
Mustang Mach-E,2,1.54592021,1.667345316,10,15,3,2,9,20,6,2,1,6,21,0,2
Mustang Mach-E,2,0.873135305,1.702420811,7,16,2,1,9,16,2,2,1,13,12,1,2
Mustang Mach-E,2,-0.144231525,-0.143726206,10,16,3,1,6,28,6,2,1,5,37,0,1
Mustang Mach-E,2,-3.735921338,-2.16313863,5,16,1,1,1,29,4,2,1,14,42,0,2
Mustang Mach-E,2,0.629644534,0.95399718,3,16,6,1,9,16,4,1,1,9,42,0,2
Mustang Mach-E,2,-3.770561192,-2.410175814,7,16,1,2,6,15,2,2,1,4,39,3,2
Mustang Mach-E,2,-3.51352182,-2.586846977,5,14,1,2,2,14,2,2,1,12,14,3,2
Mustang Mach-E,2,-0.129849093,0.959701221,2,16,6,2,9,27,7,2,2,10,12,1,2
Mustang Mach-E,2,-0.08621176,1.027804446,6,16,1,1,5,23,2,2,1,14,43,2,2
Mustang Mach-E,2,-3.390270135,-2.418077237,9,16,2,1,6,20,5,2,1,2,29,0,2
Mustang Mach-E,2,-0.111958351,-1.086969801,10,11,3,1,2,16,6,3,1,23,29,0,2
Mustang Mach-E,2,0.320073694,-0.816490824,11,16,3,1,6,33,6,2,1,22,21,0,1
Model Y,1,-2.329656786,9.348953432,3,11,6,1,2,15,8,1,2,4,2,0,2
Model Y,2,-1.883547006,-0.619742805,13,15,5,1,NA,11,NA,NA,NA,NA,34,NA,NA
Defender 110,2,1.446491234,-2.500932675,10,16,2,2,7,20,6,3,1,22,9,0,1
Model Y,2,-2.008854911,-0.44341965,6,16,1,1,9,29,2,2,1,2,10,1,2
Model Y,2,-3.061534731,-1.197054681,10,16,3,1,NA,20,6,2,1,2,42,0,1
Model Y,2,-1.888399429,-0.562617866,8,16,2,1,2,16,10,1,3,9,29,0,2
Model Y,2,-1.987654156,-0.067743891,8,11,2,1,6,30,3,2,1,3,45,2,2
Model Y,2,-2.12917504,-0.28552646,5,13,1,1,3,13,1,1,1,3,2,4,2
R1S,2,-1.34034734,-0.36344879,7,11,2,1,5,32,2,1,1,23,32,2,2
R1S,2,-3.581233171,-3.081544933,13,11,5,1,7,20,10,2,4,22,2,0,1
Model Y,2,-1.957704111,-0.134732463,13,13,5,1,6,10,6,2,1,22,41,0,1
R1S,2,-3.314939796,-2.855295928,9,NA,2,NA,11,NA,5,4,1,22,5,0,2
Model Y,2,-1.806374528,-0.705022495,4,11,1,2,2,13,4,2,1,12,2,0,2
R1S,2,-0.931166156,-0.846030454,9,11,2,2,2,33,5,2,1,2,45,0,1
Model Y,2,-1.565074035,-0.019295775,13,16,5,1,4,11,10,3,3,22,9,0,1
Model Y,2,-1.986358307,0.103749533,4,11,1,1,NA,23,NA,NA,NA,NA,14,NA,NA
R1S,2,-1.37968238,-0.330490023,4,11,1,1,3,30,4,2,1,2,10,0,2
Model Y,2,-2.891215079,-1.375842696,13,11,4,1,NA,16,NA,NA,NA,NA,45,NA,NA
